FORT COLLINS
2004-02,0.50
2004-03,0.34
2004-04,2.22
2004-05,1.51
2004-06,2.66
2004-07,2.03
2004-08,3.27
2004-09,2.84
2004-10,1.05
2004-11,1.28
2004-12,0.09
2005-01,0.66
2005-02,0.27
2005-03,1.04
2005-04,2.73
2005-05,2.89
2005-06,3.46
2005-07,0.32
2005-08,1.06
2005-09,0.25
2005-10,3.26
2005-11,0.08
2005-12,0.18
2006-01,0.10
2006-02,0.53
2006-03,1.45
2006-04,0.22
2006-05,0.87
2006-06,0.13
2006-07,0.84
2006-08,0.68
2006-09,0.73
2006-10,2.27
2006-11,0.76
2006-12,2.70
2007-01,0.54
2007-02,0.22
2007-03,1.59
2007-04,0.97
2007-05,1.22
2007-06,0.33
2007-07,0.84
2007-08,3.60
2007-09,1.04
2007-10,1.74
2007-11,0.37
2007-12,1.20
2008-01,0.03
2008-02,0.26
2008-03,0.78
2008-04,0.85
2008-05,1.61
2008-06,2.06
2008-07,1.11
2008-08,3.94
2008-09,1.28
2008-10,0.81
2008-11,0.01
2008-12,0.53
2009-01,0.28
2009-02,0.16
2009-03,0.93
2009-04,4.44
2009-05,2.23
2009-06,5.03
2009-07,3.95
2009-08,0.22
2009-09,0.67
2009-10,2.16
2009-11,0.70
2009-12,1.11
2010-01,0.15
2010-02,0.65
2010-03,1.55
2010-04,3.15
2010-05,2.13
2010-06,1.96
2010-07,1.26
2010-08,1.23
2010-09,0.06
2010-10,0.87
2010-11,0.70
2010-12,0.22
2011-01,0.29
2011-02,0.66
2011-03,0.29
2011-04,2.05
2011-05,4.50
2011-06,2.78
2011-07,1.70
2011-08,0.12
2011-09,1.97
2011-10,1.77
2011-11,0.87
2011-12,0.79
2012-01,0.07
2012-02,0.72
2012-03,T
2012-04,0.40
2012-05,1.69
2012-06,0.61
2012-07,3.11
2012-08,0.03
2012-09,2.72
2012-10,0.66
2012-11,0.14
2012-12,0.40
2013-01,0.11
2013-02,0.55
2013-03,0.98
2013-04,2.84
2013-05,2.83
2013-06,0.59
2013-07,1.90
2013-08,0.57
2013-09,6.09
2013-10,1.68
2013-11,0.22
2013-12,0.45
2014-01,1.43
2014-02,0.30
2014-03,1.37
2014-04,0.62
2014-05,4.76
2014-06,0.99
2014-07,3.04
2014-08,0.58
2014-09,1.28
2014-10,0.80
2014-11,0.88
2014-12,0.64
2015-01,0.11
2015-02,1.09
2015-03,0.21
2015-04,3.32
2015-05,6.34
2015-06,1.55
2015-07,1.69
2015-08,0.69
2015-09,0.20
2015-10,1.81
2015-11,1.56
2015-12,0.94
